@relation input2000

@attribute x numeric
@attribute y numeric
@attribute z numeric
@attribute class {walking,standing,jogging,sitting}

@data
9.6977,-19.436,-14.914,walking
5.7069,-17.189,-8.4855,walking
5.2302,-13.307,-6.6604,walking
6.7285,-7.2869,-4.018,walking
5.1213,-11.346,-5.0668,walking
3.0646,-16.821,2.1112,walking
5.0395,-5.8159,12.258,walking
4.699,1.2258,7.0281,walking
1.6344,-9.221,-2.4653,walking
2.6968,-12.449,4.7399,walking
0.40861,-12.136,7.2596,walking
-1.0896,-12.095,6.8102,walking
-5.3664,-16.971,5.9793,walking
-6.9191,-19.273,1.0488,walking
-2.8058,-11.182,-1.362,walking
-1.7706,-8.4855,0.32689,walking
-1.7706,-7.5048,-0.36775,walking
1.2258,-7.2052,-0.99429,walking
2.1248,-6.7012,-0.88532,walking
1.5391,-7.6274,-1.0896,walking
0.70826,-8.5808,-0.72188,walking
0.21793,-8.0632,-0.44947,walking
0.32689,-7.8862,-0.27241,walking
1.5391,-9.8066,0.57205,walking
1.4029,-10.433,0.77636,walking
0.92618,-10.665,0.96704,walking
-0.081722,-11.891,0.20431,walking
-3.9363,-14.261,-1.6208,walking
-5.5162,-11.85,-2.4244,walking
-6.0338,-11.155,-3.0646,walking
-2.9011,-14.478,-2.152,walking
-2.3836,-14.683,-1.9613,walking
-0.92618,-14.996,-0.72188,walking
0.21793,-10.842,-1.6889,walking
0.85808,-10.106,1.185,walking
-0.31327,-10.406,3.4187,walking
0.17706,-16.508,2.6696,walking
1.6753,-19.177,2.2337,walking
2.9148,-18.837,2.2065,walking
4.0316,-14.192,2.2882,walking
4.4947,-11.918,2.3563,walking
5.1757,-10.011,2.5334,walking
1.185,-10.501,2.4108,walking
-2.3291,-10.338,1.2803,walking
-4.0452,-9.2482,1.3076,walking
-1.3757,-2.2882,2.4517,walking
-0.42223,-3.0237,4.2223,walking
-0.68102,-2.9692,4.5628,walking
-0.17706,-3.1054,3.1872,walking
-0.38137,-2.3018,2.261,walking
0.39499,-1.8387,0.96704,walking
0.92618,-2.3836,-0.28603,walking
5.3528,-7.3141,-7.6819,walking
11.305,-17.08,-14.247,walking
9.2346,-19.518,-14.383,walking
5.7069,-13.648,-8.322,walking
4.7944,-9.9973,-6.0338,walking
5.9249,-6.279,-3.6775,walking
1.8524,-13.866,-4.127,walking
1.4029,-17.025,-5.8976,walking
6.8783,-7.3277,13.28,walking
4.0316,-0.7355,2.9556,walking
4.1951,-6.6876,-4.2087,walking
1.6344,-11.741,1.7162,walking
-1.6072,-12.803,7.246,walking
-4.0589,-13.511,7.5729,walking
-5.4481,-14.805,7.2869,walking
-6.7557,-17.311,0.32689,walking
-3.2553,-14.587,-1.076,walking
-1.1577,-10.025,0.12258,walking
2.6696,-7.0962,-1.2122,walking
2.7786,-6.96,0.081722,walking
2.2474,-6.8647,0.76274,walking
2.0294,-6.7557,0.027241,walking
-0.054481,-7.75,-0.25879,walking
-0.49033,-7.6002,0.040861,walking
-0.29965,-7.7636,0.081722,walking
1.1577,-10.379,0.81722,walking
1.2531,-10.746,0.89894,walking
0.53119,-10.624,0.64016,walking
-2.6968,-13.702,-2.0975,walking
-4.5764,-13.184,-3.6911,walking
-5.094,-11.836,-3.2689,walking
-5.6661,-13.239,-2.3972,walking
-3.5822,-14.438,-1.0624,walking
-3.5822,-14.846,-2.1793,walking
-1.0215,-14.478,-1.6753,walking
0.10896,-12.204,-1.471,walking
2.261,-10.978,3.5685,walking
1.7298,-11.305,3.6911,walking
0.14982,-15.963,2.2337,walking
1.0896,-18.074,1.8251,walking
3.8818,-17.775,1.8932,walking
3.9635,-15.391,1.6481,walking
3.9635,-12.258,0.095342,walking
2.3836,-11.632,-0.6674,walking
-0.040861,-10.896,3.0101,walking
-3.0101,-10.229,3.5004,walking
-1.9341,-5.9385,2.0975,walking
-1.2939,-2.5198,3.5685,walking
-0.72188,-2.4789,4.3313,walking
-1.076,-2.3836,3.7047,walking
-0.61292,-2.547,3.0646,walking
-0.40861,-2.9011,2.1112,walking
0.78998,-2.2201,-0.96704,walking
2.4517,-2.9556,-2.8058,walking
5.1076,-5.598,-6.7285,walking
9.9429,-11.795,-13.076,walking
10.379,-19.45,-13.416,walking
7.7636,-17.094,-8.2267,walking
7.0962,-7.0009,-3.3234,walking
6.9055,-7.3958,-3.051,walking
3.7184,-11.673,-4.8625,walking
5.094,-13.089,10.025,walking
3.0918,-0.43585,10.501,walking
2.6015,1.7025,7.0145,walking
2.6015,-10.801,-2.0975,walking
2.4108,-12.762,6.3471,walking
0.24517,-12.572,7.1234,walking
-5.8431,-13.947,6.0883,walking
-6.5105,-15.868,2.9284,walking
-4.985,-15.228,-0.31327,walking
-2.7513,-12.898,-0.84446,walking
-1.185,-8.8668,0.64016,walking
0.19068,-7.6683,0.01362,walking
2.2201,-7.3141,-0.77636,walking
1.5391,-7.5729,-0.38137,walking
0.50395,-7.8045,-0.8717,walking
-0.8036,-7.8589,-0.36775,walking
-0.92618,-7.4503,-0.027241,walking
-0.095342,-7.641,0.24517,walking
1.5936,-10.12,0.61292,walking
1.4438,-10.447,0.83084,walking
0.5993,-10.665,0.7355,walking
-2.6423,-14.22,-1.8115,walking
-4.5083,-14.261,-3.0782,walking
-6.1564,-11.087,-3.7047,walking
-5.5707,-13.77,-3.0918,walking
-3.2553,-14.955,-1.6344,walking
-0.27241,-15.146,-1.0896,walking
-1.58,-13.988,-1.1577,walking
1.0624,-11.605,-0.12258,walking
1.3348,-9.4525,3.9227,walking
-0.39499,-12.64,3.0646,walking
0.14982,-17.87,2.1384,walking
0.99429,-19.164,1.9477,walking
2.7104,-17.529,2.0431,walking
3.4459,-13.416,1.58,walking
3.4187,-10.828,1.2258,walking
2.5334,-11.659,-0.19068,walking
-2.9284,-11.25,4.6445,walking
-3.4868,-9.2755,3.2144,walking
-2.6015,-2.7649,2.3427,walking
-1.6753,-2.0975,3.3097,walking
-0.6674,-3.1463,4.8216,walking
-0.62654,-3.0918,4.3585,walking
-0.40861,-3.0918,2.9556,walking
-0.40861,-2.6696,2.5334,walking
1.5119,-1.6481,0.16344,walking
3.4459,-2.7377,-1.8251,walking
6.0202,-7.0417,-5.9249,walking
13.116,-19.068,-14.233,walking
7.1779,-19,-11.986,walking
6.3743,-14.465,-8.7987,walking
4.2495,-9.3163,-6.2926,walking
4.3177,-10.474,-4.6037,walking
2.5879,-13.988,-5.9249,walking
4.8352,-14.478,12.749,walking
6.5514,-2.2201,13.021,walking
3.3506,-2.1112,-1.8115,walking
2.6151,-9.902,-1.975,walking
1.9068,-12.926,6.3335,walking
0.85808,-13.348,7.2052,walking
-4.5492,-13.198,7.3141,walking
-5.9521,-15.364,4.7399,walking
-4.8488,-15.732,-1.6072,walking
-3.1735,-13.089,-0.64016,walking
-2.3155,-9.7522,0.29965,walking
-0.21793,-7.4503,-1.2939,walking
1.8387,-7.1779,-1.076,walking
1.757,-7.5593,-0.47671,walking
1.6344,-7.7227,-1.4301,walking
-0.068102,-8.2676,-0.25879,walking
-0.28603,-7.9134,-0.027241,walking
-0.068102,-7.5729,0.095342,walking
1.1441,-9.3436,0.47671,walking
1.3076,-9.7522,1.2531,walking
0.50395,-10.324,1.4574,walking
-1.9886,-13.92,-0.53119,walking
-1.9886,-13.92,-0.53119,walking
-5.5843,-13.157,-3.3915,walking
-4.6445,-13.607,-2.4925,walking
-2.9556,-14.383,-2.152,walking
-1.2531,-14.982,-1.7298,walking
-0.83084,-14.356,-0.89894,walking
0.65378,-12,-0.74912,walking
1.9886,-11.141,0.027241,walking
1.9613,-9.1393,3.4596,walking
0.5993,-12.081,2.8467,walking
1.6617,-18.932,1.3757,walking
2.7104,-18.224,1.8796,walking
3.1872,-13.457,1.5663,walking
3.4323,-11.237,1.2803,walking
3.7592,-10.338,0.99429,walking
0.14982,-9.9565,2.3836,walking
-3.6775,-10.12,3.2825,walking
-3.4732,-8.4446,1.6753,walking
-0.99429,-3.1463,3.0646,walking
-0.64016,-2.9556,4.127,walking
-0.84446,-3.0646,4.2359,walking
-0.61292,-2.942,2.6696,walking
-0.35413,-2.7104,2.0567,walking
0.28603,-1.9341,1.2395,walking
2.2474,-3.0918,-1.6617,walking
5.884,-7.2324,-6.9328,walking
11.4,-15.377,-11.986,walking
9.3436,-19.545,-12.64,walking
7.4095,-17.012,-10.202,walking
5.8159,-10.474,-6.4016,walking
4.0725,-8.6217,-3.9908,walking
3.4323,-12.572,-4.4947,walking
3.5413,-18.633,-7.1507,walking
5.993,-17.965,5.6524,walking
3.7728,2.4517,7.6819,walking
2.8194,-0.77636,-2.6696,walking
2.5742,-13.116,4.2495,walking
0.16344,-13.198,7.5048,walking
-2.0294,-12.953,8.036,walking
-5.6933,-14.124,7.9543,walking
-4.5901,-15.078,-1.4574,walking
-3.6366,-14.587,-1.2531,walking
-2.3972,-11.387,-0.47671,walking
-0.25879,-7.3958,0.21793,walking
1.3212,-7.246,-0.64016,walking
1.4846,-7.3005,-0.34051,walking
1.2667,-7.9543,-0.99429,walking
0.35413,-8.2948,-0.5993,walking
-0.16344,-8.2267,-0.027241,walking
0.25879,-7.8726,0.1362,walking
1.0488,-9.0575,0.24517,walking
1.362,-10.12,0.51757,walking
-0.43585,-11.577,0.54481,walking
-1.6617,-13.062,-0.34051,walking
-3.0918,-13.866,-2.7377,walking
-4.9714,-11.182,-3.0918,walking
-5.4481,-11.645,-2.547,walking
-4.808,-13.675,-1.3484,walking
0.50395,-14.887,-1.9613,walking
-0.38137,-14.778,-0.76274,walking
-0.12258,-11.618,-0.81722,walking
1.7162,-9.8339,1.2122,walking
1.6753,-9.2618,2.8058,walking
-0.25879,-12.408,3.228,walking
1.1169,-19.164,2.2201,walking
2.656,-18.347,1.9205,walking
2.9556,-15.228,2.0022,walking
3.8818,-11.754,1.6889,walking
4.0997,-10.746,1.7979,walking
3.3097,-10.896,1.0896,walking
-2.6968,-10.311,3.3915,walking
-3.6775,-8.8124,1.1169,walking
-2.6696,-5.3528,0.85808,walking
-1.4165,-2.2474,2.6423,walking
-0.84446,-2.9829,4.1678,walking
-0.99429,-2.9829,3.4051,walking
-0.70826,-3.1599,2.9284,walking
0.39499,-2.2746,1.2531,walking
1.362,-2.8058,-0.14982,walking
3.1191,-3.8001,-2.5334,walking
10.474,-13.906,-11.427,walking
12.054,-18.047,-13.062,walking
8.9077,-19.504,-13.348,walking
5.3119,-11.237,-6.1836,walking
4.9306,-6.8919,-3.3097,walking
4.018,-11.822,-4.5901,walking
3.2825,-15.881,-7.1643,walking
5.4481,-12.735,12.095,walking
5.5707,-3.5685,12.898,walking
2.547,-2.5742,-0.054481,walking
1.8115,-10.597,-0.16344,walking
1.2667,-12.258,5.6661,walking
0.42223,-12.286,6.6604,walking
-5.1621,-14.329,7.1915,walking
-6.279,-15.99,2.4653,walking
-3.7047,-14.152,-1.0624,walking
-2.547,-12.108,-0.25879,walking
-1.866,-10.065,0.50395,walking
0.55843,-7.3822,-0.54481,walking
1.5255,-7.069,0.095342,walking
1.471,-7.5321,-0.054481,walking
0.28603,-8.1586,-0.6674,walking
-0.84446,-8.0905,-0.28603,walking
-0.47671,-7.7636,0.27241,walking
0.38137,-8.8941,0.21793,walking
1.185,-10.256,0.76274,walking
1.362,-10.855,0.96704,walking
-0.25879,-11.032,-0.38137,walking
-2.3427,-13.416,-2.4517,walking
-3.9499,-12.83,-3.337,walking
-3.9363,-11.945,-2.833,walking
-3.5685,-11.795,-1.6481,walking
-0.89894,-13.334,-1.5119,walking
-0.24517,-15.445,-1.6072,walking
-0.85808,-14.86,-1.2122,walking
0.40861,-11.605,0.23155,walking
-0.58567,-10.338,3.0373,walking
-1.4574,-11.101,3.051,walking
0.1362,-18.251,1.9886,walking
1.5936,-19.355,1.9886,walking
2.547,-17.911,2.0975,walking
3.2008,-12.994,1.5527,walking
3.4187,-10.992,0.9398,walking
2.9011,-10.869,-0.40861,walking
-3.7047,-11.06,5.8023,walking
-4.6718,-11.387,3.6366,walking
-2.4517,-3.7728,2.0567,walking
-0.42223,-1.9341,3.732,walking
-0.44947,-2.7649,4.6037,walking
-1.1441,-2.6968,4.2632,walking
-0.21793,-2.5061,3.0101,walking
0.040861,-1.9613,2.1929,walking
0.58567,-1.8932,0.83084,walking
4.5901,-5.4073,-4.3177,walking
7.0281,-8.8941,-9.7658,walking
12.258,-18.061,-13.375,walking
7.2733,-17.584,-10.569,walking
6.3062,-13.443,-7.5321,walking
5.598,-10.706,-4.3994,walking
5.8295,-9.507,-4.4539,walking
4.2495,-15.677,-6.3335,walking
4.6037,-19.109,-0.040861,walking
3.3915,2.8467,9.2891,walking
2.9284,-0.74912,-1.7979,walking
2.5198,-6.8919,-4.6037,walking
1.5391,-13.253,5.9112,walking
-2.1384,-13.988,7.0553,walking
-4.3313,-14.315,6.674,walking
-5.2575,-15.936,5.2575,walking
-5.2166,-16.344,-2.2201,walking
-3.5277,-11.891,-1.3484,walking
-0.40861,-7.3277,0.027241,walking
1.8932,-6.9191,-1.2258,walking
2.152,-6.6059,-0.84446,walking
2.0158,-7.3686,-0.50395,walking
1.0624,-7.641,-0.53119,walking
-0.35413,-8.3901,0.027241,walking
0.081722,-7.5457,0.39499,walking
1.0896,-8.036,0.46309,walking
2.0839,-9.2891,0.54481,walking
1.4438,-11.06,0.44947,walking
-0.1362,-12.708,-0.027241,walking
-2.2474,-14.029,-1.1305,walking
-4.808,-13.961,-2.152,walking
-7.4095,-10.896,-2.9148,walking
-5.5435,-13.825,-2.152,walking
-1.1169,-15.568,-1.3212,walking
-0.65378,-15.282,0.62654,walking
-0.58567,-11.891,-2.4789,walking
1.8115,-10.338,-0.57205,walking
2.0567,-9.0303,1.8796,walking
0.44947,-10.161,3.4459,walking
-0.10896,-17.407,2.3155,walking
1.2667,-18.442,1.7298,walking
2.4244,-16.726,1.9477,walking
2.833,-13.321,1.5527,walking
2.8467,-11.468,1.7979,walking
2.8194,-10.842,1.0896,walking
0.38137,-10.215,3.3506,walking
-4.6445,-10.311,4.1814,walking
-3.2689,-8.2403,1.6208,walking
-1.4438,-3.337,2.9965,walking
0.61292,-3.0373,3.6503,walking
-0.70826,-3.2689,3.4187,walking
-0.50395,-3.514,2.9148,walking
-0.31327,-3.732,2.4789,walking
0.70826,-2.6696,1.9477,walking
3.1463,-3.1872,-1.2531,walking
5.2711,-6.1428,-6.5378,walking
11.346,-16.562,-11.645,walking
13.634,-18.837,-15.119,walking
7.3686,-15.064,-9.1801,walking
5.094,-8.8668,-5.7342,walking
2.8603,-3.8001,-3.0237,walking
1.2258,-12.068,-6.7693,walking
0.24517,-15.827,-6.2245,walking
7.0553,-16.031,11.414,walking
4.2904,-1.7706,4.413,walking
2.9011,-3.4051,0.64016,walking
2.0567,-12,5.203,walking
0.20431,-11.931,6.456,walking
-3.1191,-12.735,7.1915,walking
-5.8704,-14.805,5.8295,walking
-4.7263,-15.391,-0.095342,walking
-3.3097,-14.901,-0.81722,walking
-1.3484,-8.9486,0.51757,walking
0.68102,-6.6876,-0.47671,walking
1.6753,-6.851,-0.31327,walking
0.38137,-8.2131,-0.92618,walking
0.38137,-8.2131,-0.92618,walking
-0.55843,-8.431,-0.77636,walking
-1.3757,-7.9951,-0.040861,walking
-1.1713,-7.7636,0.24517,walking
0.095342,-9.0031,0.29965,walking
0.76274,-9.9292,0.70826,walking
1.1986,-10.229,1.6072,walking
0.74912,-10.855,0.9398,walking
-3.1463,-13.607,-3.1054,walking
-4.4675,-12.585,-4.1542,walking
-5.1757,-11.278,-3.8001,walking
-4.985,-13.648,-2.1384,walking
-2.8058,-15.146,-2.0294,walking
-0.24517,-15.609,-2.0022,walking
-1.4029,-12.721,-0.34051,walking
-0.054481,-11.509,0.57205,walking
1.7025,-9.2482,2.656,walking
-0.49033,-14.002,2.8739,walking
0.040861,-18.129,2.3427,walking
1.0215,-19.218,1.8387,walking
3.0237,-16.29,1.6208,walking
3.5958,-13.007,2.2065,walking
3.732,-10.815,2.2201,walking
2.0022,-11.959,-0.54481,walking
-0.74912,-11.795,2.5061,walking
-3.8001,-10.42,3.337,walking
-2.6832,-3.8682,2.2882,walking
-0.64016,-2.7377,4.2223,walking
-0.10896,-2.7649,4.6309,walking
-0.70826,-2.7377,3.8954,walking
-0.74912,-2.9692,3.1463,walking
0.49033,-1.9341,1.8387,walking
1.9613,-2.9692,-0.24517,walking
3.2144,-3.5822,-1.5391,walking
7.7364,-9.5751,-7.9951,walking
13.607,-19.327,-15.473,walking
7.7091,-18.279,-11.673,walking
6.4833,-13.934,-8.0632,walking
4.2359,-4.4402,-3.228,walking
4.4811,-11.836,-4.2495,walking
3.3915,-15.064,-5.5299,walking
4.8352,-16.93,1.7298,walking
6.7693,-4.699,10.815,walking
3.051,-0.89894,1.757,walking
1.975,-10.433,3.2553,walking
1.2531,-12.354,6.0611,walking
-0.88532,-12.585,6.2245,walking
-5.8704,-16.058,3.9771,walking
-6.4152,-17.23,0.77636,walking
-3.3778,-13.797,-0.29965,walking
-1.8387,-11.182,-0.027241,walking
-0.47671,-8.322,0.42223,walking
1.0215,-7.1098,-0.89894,walking
1.6617,-7.069,-0.42223,walking
1.9613,-7.927,-0.19068,walking
-0.01362,-8.3765,-0.64016,walking
-0.77636,-8.5127,-0.12258,walking
-0.91256,-7.9951,0.19068,walking
-0.36775,-7.641,0.01362,walking
0.98067,-9.8475,0.32689,walking
1.1305,-10.256,0.64016,walking
0.47671,-10.515,0.64016,walking
-1.5119,-12.612,-0.8036,walking
-3.6911,-13.716,-2.9556,walking
-4.699,-11.114,-2.5606,walking
-4.808,-12.395,-2.0567,walking
-4.6037,-13.729,-1.6072,walking
0.35413,-15.323,-1.8387,walking
-0.10896,-14.342,-0.89894,walking
-0.8717,-11.959,-1.6889,walking
1.6753,-9.0848,1.9341,walking
0.32689,-9.4389,2.9284,walking
-1.3484,-15.677,2.261,walking
-0.23155,-18.238,1.7434,walking
1.8932,-17.638,1.5936,walking
2.3563,-16.249,1.6208,walking
3.7047,-12.149,1.7162,walking
4.0861,-10.706,2.3836,walking
2.6696,-10.883,0.96704,walking
-3.6094,-11.087,2.9692,walking
-3.8954,-9.4389,1.0896,walking
-2.833,-5.4754,2.152,walking
-0.61292,-2.6423,3.6911,walking
-0.47671,-3.4051,4.2359,walking
-0.19068,-3.732,3.7456,walking
-0.77636,-3.6775,2.5061,walking
0.068102,-2.6696,1.8932,walking
1.5255,-2.3155,-0.19068,walking
5.1076,-5.884,-7.069,walking
8.8668,-12.04,-10.065,walking
11.319,-18.088,-12.449,walking
11.319,-18.088,-12.449,walking
5.9657,-15.023,-8.2131,walking
4.5628,-7.3686,-4.7126,walking
3.8001,-11.659,-4.1542,walking
1.2258,-14.56,-5.4345,walking
6.1292,-14.22,8.6081,walking
6.96,-1.1986,8.3357,walking
3.2553,-1.9341,1.3348,walking
2.3563,-8.9077,-0.81722,walking
1.8796,-11.7,4.9714,walking
-0.7355,-11.918,6.9328,walking
-5.38,-13.906,6.4016,walking
-6.7421,-16.739,0.46309,walking
-4.5083,-15.064,-0.095342,walking
-2.6696,-12.054,0.23155,walking
-0.92618,-9.0167,0.68102,walking
0.77636,-7.2869,-0.38137,walking
1.7706,-7.3822,0.27241,walking
1.866,-7.9407,0.095342,walking
1.0215,-7.7636,-1.0215,walking
-0.99429,-8.4174,-0.23155,walking
-0.85808,-7.9815,0.40861,walking
0.12258,-8.1858,0.35413,walking
1.3212,-9.902,0.7355,walking
1.5255,-10.569,0.8036,walking
0.91256,-10.678,0.64016,walking
-1.7434,-13.13,-1.5391,walking
-4.0316,-13.702,-4.1814,walking
-4.7944,-11.85,-4.8897,walking
-4.7671,-12.994,-2.5606,walking
-3.4187,-14.124,-2.1248,walking
-2.2337,-15.282,-0.32689,walking
-0.85808,-14.233,-0.39499,walking
0.39499,-12.19,0.23155,walking
1.9205,-10.637,2.1656,walking
-0.19068,-11.182,3.2416,walking
-1.0896,-14.819,2.9829,walking
1.3212,-17.992,1.9341,walking
2.6287,-16.481,1.8387,walking
3.0237,-15.405,1.4846,walking
4.018,-11.305,1.6072,walking
4.1542,-10.828,0.69464,walking
2.8603,-11.441,-0.40861,walking
-4.9987,-10.556,4.3721,walking
-4.2359,-6.8647,1.0215,walking
-3.2825,-3.0918,2.0703,walking
-0.57205,-2.6423,4.3721,walking
-0.50395,-3.1872,4.2359,walking
-0.39499,-3.1872,3.2144,walking
-0.10896,-2.7649,2.152,walking
0.83084,-2.1929,1.0624,walking
2.9556,-3.2008,-1.6344,walking
4.4675,-4.7671,-3.7865,walking
11.959,-17.843,-12.64,walking
10.188,-19.382,-13.961,walking
7.0417,-17.788,-10.283,walking
3.051,-7.3141,-5.598,walking
4.0861,-5.5162,-4.3313,walking
4.1951,-10.215,-4.522,walking
2.4925,-18.006,-4.7671,walking
7.4095,-13.92,12.258,walking
4.1542,-0.7355,5.1349,walking
2.1112,-2.9556,-0.35413,walking
2.0294,-8.4719,-0.49033,walking
0.40861,-11.414,6.7557,walking
-2.3699,-12.544,7.355,walking
-5.0395,-13.797,6.8647,walking
-7.0962,-16.957,0.85808,walking
-3.9499,-15.445,-1.2667,walking
-2.3972,-11.155,-0.38137,walking
1.2395,-6.8238,-0.84446,walking
2.1793,-6.8374,-0.99429,walking
1.7025,-7.2188,-0.068102,walking
1.7298,-7.6955,-0.31327,walking
0.040861,-8.1177,-0.65378,walking
-0.7355,-8.3493,-0.21793,walking
-0.57205,-7.7227,0.027241,walking
0.85808,-8.9349,0.85808,walking
1.2803,-9.8203,1.2667,walking
1.0079,-10.515,1.3757,walking
-0.50395,-11.959,-0.25879,walking
-3.2144,-13.988,-2.4789,walking
-4.304,-13.866,-3.4051,walking
-5.7614,-10.924,-3.2416,walking
-5.2438,-14.547,-1.4574,walking
-1.9477,-14.928,0.34051,walking
1.1577,-14.86,-0.32689,walking
-1.362,-14.124,-0.47671,walking
-0.7355,-11.836,-0.49033,walking
0.9398,-9.5342,2.3427,walking
-1.3212,-12,3.1191,walking
-1.2258,-14.71,2.8058,walking
2.1656,-18.537,1.5527,walking
2.9556,-16.739,1.6344,walking
3.5958,-12.844,1.8115,walking
3.8137,-11.645,2.0294,walking
3.4868,-10.787,0.65378,walking
1.0215,-10.161,3.6639,walking
-5.5026,-10.42,3.0918,walking
-4.8352,-8.1313,0.61292,walking
-0.98067,-1.8932,2.9556,walking
-0.21793,-2.4789,4.3313,walking
-1.0079,-3.1463,4.2495,walking
-0.62654,-3.7728,2.5742,walking
0.027241,-3.337,2.0294,walking
1.1986,-2.6423,0.54481,walking
2.6015,-3.0918,-1.1441,walking
8.9622,-10.134,-9.6432,walking
12.967,-18.565,-14.274,walking
9.4661,-19.477,-13.675,walking
7.355,-17.448,-9.2618,walking
4.9987,-7.75,-2.4653,walking
3.9635,-7.9815,-2.8058,walking
4.2223,-15.895,-7.927,walking
5.094,-16.862,6.5378,walking
5.6388,-7.5457,11.346,walking
2.4108,-1.185,2.9011,walking
1.4438,-9.0848,-1.7434,walking
1.975,-11.55,4.5901,walking
-1.9613,-11.822,6.8238,walking
-5.7069,-14.833,5.0259,walking
-6.3607,-16.603,1.4982,walking
-4.699,-15.146,0.24517,walking
-2.4108,-13.389,-0.36775,walking
-0.88532,-8.9213,0.50395,walking
2.0158,-7.1915,-1.3484,walking
2.3155,-7.6138,-0.8036,walking
1.5936,-7.8589,0.01362,walking
0.65378,-7.927,-1.2531,walking
-0.57205,-8.322,-0.72188,walking
-0.76274,-8.1722,-0.10896,walking
-0.32689,-7.8317,0.068102,walking
0.61292,-8.5672,1.0896,walking
1.2258,-9.7385,1.7979,walking
0.92618,-10.147,2.1112,walking
-0.027241,-11.06,1.185,walking
-3.8273,-14.056,-2.5334,walking
-4.4675,-12.762,-3.3778,walking
-5.8976,-10.569,-4.0316,walking
-3.9227,-14.506,-1.0215,walking
-0.24517,-14.056,-1.9341,walking
0.89894,-14.628,-1.8251,walking
-1.5936,-12.095,-2.3155,walking
0.31327,-10.91,-0.88532,walking
0.51757,-8.8396,2.8058,walking
-1.2395,-12.381,2.7649,walking
-1.2258,-14.969,2.6015,walking
0.12258,-19.082,1.9613,walking
2.0975,-16.535,2.0567,walking
2.6287,-14.383,1.9341,walking
3.2144,-12.49,1.7434,walking
3.2144,-12.49,1.7434,walking
2.0431,-11.223,1.1713,walking
-4.2768,-10.147,3.0918,walking
-3.5004,-8.1858,1.58,walking
-2.3836,-2.5606,3.1463,walking
-0.83084,-2.7377,3.9499,walking
-0.50395,-2.9011,4.3994,walking
-0.19068,-3.3915,3.2416,walking
0.35413,-2.5879,2.547,walking
1.8796,-2.438,0.89894,walking
4.2495,-4.4675,-2.2337,walking
6.0883,-7.7364,-5.3664,walking
11.032,-17.216,-10.855,walking
9.5887,-19.45,-15.01,walking
6.6467,-17.625,-9.9973,walking
3.5004,-9.4798,-5.8431,walking
3.4323,-7.246,-3.9227,walking
1.5663,-12.871,-5.775,walking
3.1599,-17.611,1.076,walking
7.1098,-3.3915,12.217,walking
5.7614,0.47671,7.2869,walking
3.5685,-6.6331,-4.5764,walking
1.1577,-11.577,5.0531,walking
0.47671,-12.04,6.6876,walking
-3.337,-11.986,6.8919,walking
-6.4288,-15.691,1.7162,walking
-3.8682,-15.377,-0.76274,walking
-2.9965,-13.239,-0.46309,walking
-1.975,-11.305,0.53119,walking
0.57205,-7.9407,-0.40861,walking
1.9341,-7.2188,-1.1305,walking
1.58,-7.8998,0.58567,walking
0.70826,-7.8589,-1.0624,walking
-0.31327,-8.2539,-0.77636,walking
-0.84446,-8.2539,-0.49033,walking
-0.81722,-7.8862,0.50395,walking
-0.19068,-8.322,0.8036,walking
0.12258,-8.7715,1.1713,walking
-0.081722,-10.937,1.3484,walking
-0.47671,-11.25,0.76274,walking
-1.9068,-13.062,-2.261,walking
-3.4459,-12.681,-5.6524,walking
-5.2575,-11.564,-3.3506,walking
-5.5299,-12.599,-2.4517,walking
-3.2825,-14.247,0.35413,walking
1.0488,-15.432,-1.0351,walking
0.42223,-14.764,-0.040861,walking
-0.29965,-11.713,-0.44947,walking
1.3757,-8.9894,2.1248,walking
-0.12258,-10.542,2.7922,walking
-0.68102,-13.961,2.4789,walking
0.46309,-19,1.471,walking
2.2474,-17.352,1.7979,walking
3.051,-14.451,1.9477,walking
3.4323,-12.735,2.0158,walking
4.0316,-11.087,1.2258,walking
0.64016,-11.673,2.2882,walking
-4.2904,-9.616,2.0567,walking
-3.9771,-7.2324,0.61292,walking
-2.0839,-2.6423,2.2474,walking
-0.44947,-3.1327,4.3585,walking
-0.6674,-3.3506,4.2359,walking
-0.10896,-3.4187,3.0782,walking
-0.16344,-3.7865,2.2746,walking
0.44947,-2.6015,1.6072,walking
2.5606,-2.942,-1.2803,walking
6.3062,-8.0224,-7.6683,walking
11.06,-17.666,-12.299,walking
11.21,-19.123,-13.484,walking
6.7693,-16.794,-9.3163,walking
5.0531,-10.637,-6.3062,walking
4.5083,-6.2245,-3.3097,walking
3.9227,-12.408,-4.9169,walking
3.051,-16.712,-6.8102,walking
